x	y	color
0.553280758870935	0.13	1
-0.850552844576955	-0.92	1
-0.0803699066198385	-0.34	1
0.98659052637915	0.38	1
-1.99298266619166	-2.01	1
2.14405512960461	1.42	1
0.522354560353917	0.1	1
-0.298758188803656	-0.44	1
-2.553123720081	-2.17	1
0.563706729721849	0.13	1
-1.59675520488101	-1.75	1
1.21543745938095	0.52	1
-1.14389052938878	-1.18	1
1.50753883287635	0.85	1
1.70086696289376	1.11	1
1.38106236346414	0.64	1
1.56561949860285	0.97	1
-0.595362145326872	-0.72	1
0.355226479556493	-0.04	1
1.00120858144196	0.38	1
-1.78209895572486	-1.87	1
-0.837813899170897	-0.89	1
-2.24277957798698	-2.09	1
-1.38106236346414	-1.54	1
0.152232503390487	-0.17	1
0.502013019175556	0.09	1
0.0446167249056708	-0.25	1
1.19697390501046	0.51	1
0.902958270272738	0.33	1
-1.21543745938095	-1.29	1
-0.374294728765405	-0.51	1
-1.45414008068897	-1.62	1
-0.355226479556493	-0.5	1
-0.393500062364404	-0.52	1
